student ID,FirstName,LastName,StartDate,standard ,PayZone,Student ClassificationType,TerminationDescription,DepartmentType,Division,DOB,State, Student FunctionDescription,GenderCode,LocationCode,RaceDesc,Performance Score,Current student Rating,,,,,,,
3784,Ashton,Larsen,14-Aug-22,12,William Price,ashton.larsen@bilearner.com,CCDR,commerce ,Contract,Zone A,Temporary,Unk,,Production       ,Splicing,3/14/1998,MA,Supervisor,Female,55514,White,Single,Fully Meets,3
3785,Joshua,Gibson,18-Jan-22,12,Sheri Jackson,joshua.gibson@bilearner.com,PL,commerce ,Contract,Zone C,Temporary,Unk,,Production       ,Project Management - Con,10/20/1977,MA,Director,Female,13406,Black,Divorced,Fully Meets,3
3786,Kyleigh,Bauer,22-Jun-21,12,Paul Richards,kyleigh.bauer@bilearner.com,PYZ,commerce ,Full-Time,Zone A,Part-Time,Resignation,Cost high must body defense population.,Production       ,Field Operations,6/10/1962,MA,Technician,Female,65379,Black,Divorced,Fully Meets,3
3787,Ramon,Schultz,19-Jan-23,12,Alexis Gutierrez,ramon.schultz@bilearner.com,SVG,commerce ,Full-Time,Zone C,Part-Time,Resignation,Peace anything sign third.,Production       ,General - Sga,8/29/1972,MA,Supervisor,Female,69445,White,Widowed,Fully Meets,3
3788,Maxim,Houston,17-May-23,12,Michael Mcclure,maxim.houston@bilearner.com,TNS,commerce ,Part-Time,Zone A,Full-Time,Involuntary,In read day your stay she.,Production       ,Field Operations,9/6/1976,MA,Foreman,Female,32440,Black,Married,Fully Meets,3
3789,Deanna,Sellers,7-Jun-20,12,Randall Frey,deanna.sellers@bilearner.com,WBL,commerce ,Contract,Zone A,Part-Time,Unk,,Production       ,Wireline Construction,5/25/1977,MA,Foreman,Female,30804,Other,Widowed,Fully Meets,3
3790,Frankie,Figueroa,7-Jul-23,12,Matthew Le,frankie.figueroa@bilearner.com,PYZ,commerce ,Full-Time,Zone A,Temporary,Resignation,Simply Mrs moment seven feel time.,Production       ,Yard (Material Handling),12/11/1962,MA,Laborer,Female,17247,Hispanic,Single,Fully Meets,3
3791,Bentley,Rush,28-Mar-20,12,Ashley Petty,bentley.rush@bilearner.com,WBL,commerce ,Full-Time,Zone B,Full-Time,Unk,,Production       ,Finance & Accounting,2/2/1978,MA,Administration,Female,32417,Asian,Divorced,Fully Meets,3
3792,Alexia,Pham,23-May-19,12,Angela Shaffer,alexia.pham@bilearner.com,NEL,commerce ,Part-Time,Zone C,Full-Time,Retirement,Analysis listen here fight.,Production       ,Engineers,6/8/1998,MA,Engineer,Male,50738,White,Married,Fully Meets,3
3793,Roselyn,Roberts,20-Apr-19,12,Steven Walton,roselyn.roberts@bilearner.com,PL,commerce ,Full-Time,Zone B,Full-Time,Unk,,Production       ,General - Con,1/15/1952,MA,Manager,Male,34278,Asian,Married,Fully Meets,3
3794,Ayden,Chambers,9-Sep-18,12,Abigail Robinson,ayden.chambers@bilearner.com,BPC,commerce ,Contract,Zone A,Full-Time,Unk,,Production       ,General - Con,1/20/1996,MA,Foreman,Male,40836,Asian,Widowed,Fully Meets,5
3795,Kaitlynn,Serrano,14-Jul-22,12,Brandi Howell,kaitlynn.serrano@bilearner.com,CCDR,commerce ,Part-Time,Zone A,Part-Time,Unk,,Production       ,General - Sga,8/1/1989,MA,Manager,Male,59081,White,Divorced,Exceeds,3
3796,Jefferson,White,17-Apr-19,12,Connie Blackburn,jefferson.white@bilearner.com,SVG,commerce ,Contract,Zone A,Part-Time,Resignation,Better above culture throughout life me.,Production       ,General - Con,8/27/1964,MA,Laborer,Female,82019,Hispanic,Married,Exceeds,3
3797,Maria,Grant,15-May-20,12,Connie Martinez,maria.grant@bilearner.com,EW,commerce ,Contract,Zone A,Full-Time,Unk,,Production       ,Catv,6/26/1975,MA,Splicer,Female,32969,Black,Married,Fully Meets,3
3798,Bryanna,Ibarra,4-Apr-20,12,Cheryl Martinez,bryanna.ibarra@bilearner.com,MSC,commerce ,Full-Time,Zone C,Full-Time,Voluntary,Town impact science learn break talk.,Production       ,General - Con,12/21/1961,MA,Lineman,Male,36648,Other,Widowed,Fully Meets,3
3799,Sophie,Zavala,15-Oct-22,12,Ryan Carlson,sophie.zavala@bilearner.com,TNS,commerce ,Full-Time,Zone A,Temporary,Unk,,Production       ,Executive,11/24/1964,MA,Director,Male,95984,Hispanic,Single,Exceeds,3
3800,Amya,Grant,11-Jul-19,12,Jamie Henderson,amya.grant@bilearner.com,PYZ,commerce ,Contract,Zone C,Part-Time,Unk,,Production       ,General - Sga,12/9/1950,MA,Administrator,Male,31864,Other,Married,Fully Meets,3
3801,Jaydan,Neal,2-Oct-19,12,Jamie Stark,jaydan.neal@bilearner.com,WBL,commerce ,Contract,Zone C,Temporary,Unk,,Production       ,Field Operations,1/18/1948,MA,Laborer,Female,54738,Hispanic,Single,Fully Meets,3
3802,Amiyah,Ramirez,4-Mar-21,12,Michael Andrade,amiyah.ramirez@bilearner.com,NEL,commerce ,Full-Time,Zone A,Full-Time,Unk,,Production       ,Field Operations,3/28/1947,MA,Project Manager,Male,65896,White,Divorced,Fully Meets,3
3803,Kai,Holt,10-Feb-21,12,Jason Haley,kai.holt@bilearner.com,PL,commerce ,Contract,Zone B,Full-Time,Resignation,Cup arm drug place level table staff.,Production       ,Field Operations,5/12/1985,MA,Tower Hand,Female,35618,Black,Single,Fully Meets,3
3804,Brendon,Wilson,15-May-19,12,Virginia Short,brendon.wilson@bilearner.com,BPC,commerce ,Full-Time,Zone C,Part-Time,Unk,,Production       ,General - Con,9/26/1978,MA,Lineman,Female,17561,Hispanic,Single,Fully Meets,3
3805,Nancy,Short,28-Apr-22,12,Heather Bell,nancy.short@bilearner.com,CCDR,commerce ,Full-Time,Zone B,Part-Time,Unk,,Production       ,General - Con,4/23/1982,MA,Mechanic,Male,13779,Other,Divorced,Fully Meets,3
3806,Isabella,Wilkins,23-Sep-21,12,Maria Obrien,isabella.wilkins@bilearner.com,SVG,commerce ,Contract,Zone C,Temporary,Resignation,Everybody list to. Green best stock yes happen.,Production       ,Field Operations,9/1/1974,MA,Groundman,Male,31026,Other,Married,Fully Meets,3
3807,Mayra,Moss,15-Sep-21,12,George Doyle,mayra.moss@bilearner.com,EW,commerce ,Contract,Zone C,Temporary,Resignation,Family identify bar modern. Yeah article rest.,Production       ,Project Management - Con,5/16/1964,MA,Manager,Male,84074,Asian,Single,Fully Meets,3
3808,Maria,Gonzalez,27-Apr-19,12,Jason Miller,maria.gonzalez@bilearner.com,PYZ,commerce ,Contract,Zone B,Full-Time,Resignation,Address control day. Election safe free capital.,IT/IS,General - Sga,1/16/1948,MA,Administrator,Female,2472,White,Widowed,Fully Meets,3
3809,Jumil,Turpin,6-Oct-19,12,Raymond Bird,jumil.turpin@bilearner.com,TNS,commerce ,Part-Time,Zone B,Part-Time,Resignation,Somebody arm memory pull word.,IT/IS,Field Operations,1/20/2001,MA,Foreman,Male,2343,Hispanic,Single,Fully Meets,3
3810,Ann,Daniele,16-Feb-20,12,Thomas Wilson,ann.daniele@bilearner.com,PL,commerce ,Full-Time,Zone A,Temporary,Unk,,IT/IS,General - Sga,10/10/1959,CT,Administrator,Female,6033,Black,Single,Fully Meets,3
3811,Joe,South,14-May-22,12,Robin Wilson,joe.south@bilearner.com,PL,commerce ,Part-Time,Zone B,Temporary,Involuntary,Back prove second tax air.,IT/IS,Fielders,3/11/1958,CT,Engineer,Male,6278,Hispanic,Widowed,Fully Meets,3
3812,Sarah,Warfield,13-Feb-19,12,Julie Lewis,sarah.warfield@bilearner.com,BPC,commerce ,Contract,Zone B,Full-Time,Resignation,Center west table security.,IT/IS,General - Eng,5/24/1985,MA,Administrative,Female,2453,Hispanic,Single,Fully Meets,3
3813,Alejandro,Bacong,24-Aug-22,12,Joseph Mathews,alejandro.bacong@bilearner.com,SVG,commerce ,Part-Time,Zone A,Part-Time,Unk,,IT/IS,Engineers,2/25/1955,MA,Engineer,Male,1886,Hispanic,Widowed,Fully Meets,3
3814,Jyoti,Lajiri,7-Jan-19,12,Karen Crawford,jyoti.lajiri@bilearner.com,EW,commerce ,Part-Time,Zone C,Full-Time,Retirement,Short quality fall name get science throughout.,IT/IS,Engineers,4/17/1955,MA,Coordinator,Male,2169,Black,Widowed,Fully Meets,3
3815,Neville,Tredinnick,26-Mar-21,12,Mary Mcmillan,neville.tredinnick@bilearner.com,SVG,commerce ,Contract,Zone C,Part-Time,Unk,,IT/IS,Project Management - Con,5/26/1984,MA,Coordinator,Male,1420,White,Divorced,Fully Meets,3
3816,Anthony,Cisco,1-May-21,12,Kyle Adams,anthony.cisco@bilearner.com,WBL,commerce ,Full-Time,Zone A,Temporary,Unk,,IT/IS,Field Operations,8/10/1956,MA,Technician,Male,2135,Hispanic,Single,Fully Meets,3
3817,Linda,Dolan,10-Oct-21,12,Jamie Baker,linda.dolan@bilearner.com,CCDR,commerce ,Part-Time,Zone A,Full-Time,Resignation,Firm national vote result.,IT/IS,General - Con,1/1/1978,MA,Technician,Female,2119,Black,Single,Needs Improvement,3
3818,Carlos,Merlos,2-Jan-20,12,Daniel White,carlos.merlos@bilearner.com,CCDR,commerce ,Part-Time,Zone A,Part-Time,Voluntary,Car book street pull try brother.,IT/IS,Wireless,6/15/1950,MA,Technician,Male,2138,Asian,Single,Fully Meets,3
3819,Tanya,Morway,20-Jan-20,12,William Johnson,tanya.morway@bilearner.com,MSC,commerce ,Full-Time,Zone B,Part-Time,Unk,,IT/IS,Aerial,11/26/1957,MA,Foreman,Female,2048,Asian,Single,Fully Meets,3
3820,Anita,Shepard,11-Aug-18,12,George Tran,anita.shepard@bilearner.com,EW,commerce ,Contract,Zone C,Full-Time,Voluntary,Pattern son memory power citizen personal unit.,IT/IS,General - Con,9/29/1976,MA,Foreman,Female,1773,Other,Divorced,Fully Meets,3
3821,Jeremiah,Semizoglou,18-Dec-21,12,Jonathan Knight,jeremiah.semizoglou@bilearner.com,TNS,commerce ,Contract,Zone A,Temporary,Unk,,IT/IS,Field Operations,4/3/1981,MA,Manager,Male,1545,White,Single,Fully Meets,3
3822,Katrina,Lambert,24-Sep-19,12,Calvin Williamson,katrina.lambert@bilearner.com,WBL,commerce ,Full-Time,Zone B,Part-Time,Retirement,Nice sit hotel doctor.,Executive Office,General - Con,9/18/1975,MA,Technician,Male,56727,Hispanic,Divorced,Fully Meets,3
3823,Alexzander,Pope,17-Oct-22,12,David Rodriguez,alexzander.pope@bilearner.com,TNS,commerce ,Full-Time,Zone A,Temporary,Involuntary,Word once speech mind.,Executive Office,Shop (Fleet),8/24/1987,MA,Supervisor,Male,12469,White,Single,Needs Improvement,3
3824,Derek,Holmes,7-Jan-20,12,Carolyn Richards,derek.holmes@bilearner.com,SVG,commerce ,Contract,Zone C,Full-Time,Unk,,IT/IS,General - Sga,11/21/1948,MA,Administrator,Male,83312,Black,Single,Fully Meets,3
3825,Danika,Deleon,5-Nov-22,12,Karen York,danika.deleon@bilearner.com,PYZ,commerce ,Full-Time,Zone A,Part-Time,Unk,,IT/IS,Field Operations,5/23/1998,MA,Tower Hand,Male,97413,Black,Married,Fully Meets,3
